x,funAkimaBlackSmith,funAkimaApacheCommons,funLinearBlackSmith,funLinearApacheCommons,knot
91,3.204794148204232,3.204794148204232,3.604444444444445,3.2044444444444444,
92,3.209596929971171,3.2095969299711715,3.608888888888889,3.208888888888889,
93,3.214407783071017,3.2144077830710165,3.6133333333333333,3.2133333333333334,
94,3.219226145273967,3.219226145273967,3.617777777777778,3.217777777777778,
95,3.2240514543502212,3.224051454350221,3.6222222222222222,3.2222222222222223,
96,3.228883148069978,3.2288831480699782,3.626666666666667,3.226666666666667,
97,3.233720664203437,3.233720664203437,3.631111111111111,3.2311111111111113,
98,3.2385634405207973,3.2385634405207973,3.6355555555555554,3.2355555555555555,
99,3.2434109147922574,3.2434109147922574,3.64,3.24,
100,3.248262524788016,3.248262524788016,3.6444444444444444,3.2444444444444445,
101,3.2531177082782734,3.253117708278273,3.648888888888889,3.248888888888889,
102,3.257975903033227,3.257975903033227,3.6533333333333333,3.2533333333333334,
103,3.2628365468230767,3.2628365468230767,3.657777777777778,3.257777777777778,
104,3.2676990774180212,3.2676990774180212,3.6622222222222223,3.2622222222222224,
105,3.27256293258826,3.2725629325882597,3.666666666666667,3.2666666666666666,
106,3.2774275501039916,3.2774275501039916,3.671111111111111,3.2711111111111113,
107,3.282292367735415,3.2822923677354146,3.6755555555555555,3.2755555555555556,
108,3.2871568232527286,3.287156823252729,3.68,3.2800000000000002,
109,3.292020354426133,3.292020354426133,3.6844444444444444,3.2844444444444445,
110,3.296882399025826,3.296882399025826,3.688888888888889,3.288888888888889,
111,3.301742394822007,3.3017423948220066,3.6933333333333334,3.2933333333333334,
112,3.3065997795848743,3.3065997795848743,3.6977777777777776,3.297777777777778,
113,3.3114539910846275,3.311453991084628,3.7022222222222223,3.3022222222222224,
114,3.3163044670914656,3.316304467091466,3.706666666666667,3.3066666666666666,
115,3.321150645375588,3.321150645375588,3.7111111111111112,3.3111111111111113,
116,3.3259919637071933,3.325991963707193,3.7155555555555555,3.3155555555555556,
117,3.3308278598564796,3.3308278598564796,3.72,3.3200000000000003,
118,3.335657771593647,3.335657771593647,3.7244444444444444,3.3244444444444445,
119,3.3404811366888945,3.3404811366888945,3.728888888888889,3.3288888888888892,
120,3.3452973929124203,3.3452973929124203,3.7333333333333334,3.3333333333333335,
121,3.3501059780344247,3.3501059780344242,3.7377777777777776,3.3377777777777777,
122,3.354906329825105,3.3549063298251047,3.7422222222222223,3.3422222222222224,
123,3.3596978860546614,3.3596978860546614,3.7466666666666666,3.3466666666666667,
124,3.3644800844932923,3.3644800844932923,3.7511111111111113,3.3511111111111114,
125,3.369252362911197,3.369252362911197,3.7555555555555555,3.3555555555555556,
126,3.374014159078574,3.3740141590785746,3.7600000000000002,3.3600000000000003,
127,3.3787649107656237,3.3787649107656237,3.7644444444444445,3.3644444444444446,
128,3.383504055742544,3.3835040557425438,3.768888888888889,3.368888888888889,
129,3.3882310317795334,3.3882310317795334,3.7733333333333334,3.3733333333333335,
130,3.392945276646792,3.392945276646792,3.7777777777777777,3.3777777777777778,
131,3.3976462281145174,3.397646228114518,3.7822222222222224,3.3822222222222225,
132,3.4023333239529103,3.4023333239529103,3.7866666666666666,3.3866666666666667,
133,3.407006001932169,3.4070060019321686,3.7911111111111113,3.3911111111111114,
134,3.4116636998224923,3.411663699822492,3.7955555555555556,3.3955555555555557,
135,3.4163058553940786,3.4163058553940786,3.8,3.4000000000000004,
136,3.420931906417128,3.4209319064171275,3.8044444444444445,3.4044444444444446,
137,3.4255412906618385,3.4255412906618385,3.808888888888889,3.408888888888889,
138,3.43013344589841,3.4301334458984103,3.8133333333333335,3.4133333333333336,
139,3.4347078098970414,3.4347078098970414,3.8177777777777777,3.417777777777778,
140,3.439263820427931,3.439263820427931,3.8222222222222224,3.4222222222222225,
141,3.4438009152612787,3.4438009152612783,3.8266666666666667,3.4266666666666667,
142,3.4483185321672827,3.4483185321672822,3.8311111111111114,3.4311111111111114,
143,3.4528161089161413,3.4528161089161418,3.8355555555555556,3.4355555555555557,
144,3.4572930832780564,3.457293083278056,3.84,3.44,
145,3.461748893023224,3.4617488930232234,3.8444444444444446,3.4444444444444446,
146,3.466182975921844,3.4661829759218437,3.848888888888889,3.448888888888889,
147,3.4705947697441157,3.4705947697441157,3.8533333333333335,3.4533333333333336,
148,3.474983712260238,3.474983712260238,3.8577777777777778,3.457777777777778,
149,3.47934924124041,3.47934924124041,3.862222222222222,3.4622222222222225,
150,3.48369079445483,3.48369079445483,3.8666666666666667,3.466666666666667,
151,3.488007809673698,3.488007809673698,3.8711111111111114,3.471111111111111,
152,3.4922997246672125,3.4922997246672125,3.8755555555555556,3.4755555555555557,
153,3.496565977205572,3.496565977205572,3.88,3.48,
154,3.500806005058976,3.500806005058976,3.8844444444444446,3.4844444444444447,
155,3.505019245997625,3.5050192459976244,3.888888888888889,3.488888888888889,
156,3.5092051377917146,3.5092051377917146,3.8933333333333335,3.4933333333333336,
157,3.513363118211446,3.5133631182114464,3.897777777777778,3.497777777777778,
158,3.5174926250270184,3.5174926250270184,3.902222222222222,3.5022222222222226,
159,3.52159309600863,3.52159309600863,3.9066666666666667,3.506666666666667,
160,3.52566396892648,3.52566396892648,3.9111111111111114,3.511111111111111,
161,3.529704681550768,3.5297046815507676,3.9155555555555557,3.5155555555555558,
162,3.5337146716516914,3.5337146716516914,3.92,3.52,
163,3.5376933769994507,3.5376933769994507,3.9244444444444446,3.5244444444444447,
164,3.5416402353642447,3.5416402353642447,3.928888888888889,3.528888888888889,
165,3.5455546845162718,3.5455546845162718,3.9333333333333336,3.533333333333333,
166,3.5494361622257316,3.5494361622257316,3.937777777777778,3.537777777777778,
167,3.553284106262822,3.553284106262822,3.942222222222222,3.542222222222222,
168,3.5570979543977437,3.5570979543977437,3.9466666666666668,3.546666666666667,
169,3.560877144400694,3.560877144400694,3.951111111111111,3.551111111111111,
170,3.564621114041873,3.564621114041873,3.9555555555555557,3.555555555555556,
171,3.568329301091479,3.568329301091479,3.96,3.56,
172,3.5720011433197123,3.572001143319712,3.964444444444444,3.5644444444444447,
173,3.57563607849677,3.57563607849677,3.968888888888889,3.568888888888889,
174,3.5792335443928525,3.579233544392852,3.9733333333333336,3.5733333333333333,
175,3.582792978778158,3.5827929787781576,3.977777777777778,3.577777777777778,
176,3.5863138194228856,3.5863138194228856,3.982222222222222,3.582222222222222,
177,3.589795504097235,3.5897955040972347,3.986666666666667,3.586666666666667,
178,3.5932374705714043,3.5932374705714043,3.991111111111111,3.591111111111111,
179,3.596639156615593,3.596639156615593,3.9955555555555557,3.595555555555556,
180,3.6,3.6,4.0,3.6,3.6
181,3.60333922812931,3.60333922812931,4.002222222222223,3.602222222222222,
182,3.6066763269227167,3.6066763269227162,4.004444444444444,3.6044444444444443,
183,3.610011121922178,3.610011121922178,4.006666666666667,3.606666666666667,
184,3.613343438669656,3.613343438669656,4.0088888888888885,3.608888888888889,
185,3.616673102707111,3.616673102707111,4.011111111111111,3.611111111111111,
186,3.6199999395765023,3.6199999395765023,4.013333333333334,3.6133333333333333,
187,3.623323774819791,3.623323774819791,4.015555555555555,3.615555555555556,
188,3.6266444339789365,3.6266444339789365,4.017777777777778,3.617777777777778,
189,3.6299617425958997,3.6299617425959,4.02,3.62,
190,3.6332755262126413,3.6332755262126413,4.022222222222222,3.6222222222222222,
191,3.6365856103711205,3.636585610371121,4.024444444444445,3.6244444444444444,
192,3.6398918206132986,3.6398918206132986,4.026666666666666,3.626666666666667,
193,3.6431939824811352,3.643193982481135,4.028888888888889,3.628888888888889,
194,3.64649192151659,3.6464919215165903,4.031111111111111,3.631111111111111,
195,3.6497854632616247,3.649785463261625,4.033333333333333,3.6333333333333333,
196,3.6530744332581992,3.653074433258199,4.035555555555556,3.6355555555555554,
197,3.656358657048273,3.6563586570482727,4.0377777777777775,3.637777777777778,
198,3.6596379601738067,3.6596379601738063,4.04,3.64,
199,3.6629121681767605,3.6629121681767605,4.042222222222223,3.6422222222222222,
200,3.666181106599095,3.6661811065990952,4.044444444444444,3.6444444444444444,
201,3.6694446009827706,3.6694446009827706,4.046666666666667,3.646666666666667,
202,3.672702476869747,3.672702476869747,4.0488888888888885,3.648888888888889,
203,3.675954559801985,3.6759545598019847,4.051111111111111,3.651111111111111,
204,3.679200675321444,3.6792006753214443,4.053333333333334,3.6533333333333333,
205,3.6824406489700854,3.6824406489700854,4.055555555555555,3.6555555555555554,
206,3.685674306289869,3.685674306289869,4.057777777777778,3.657777777777778,
207,3.6889014728227547,3.6889014728227547,4.06,3.66,
208,3.6921219741107034,3.6921219741107034,4.062222222222222,3.6622222222222223,
209,3.6953356356956752,3.695335635695675,4.064444444444445,3.6644444444444444,
210,3.6985422831196293,3.6985422831196297,4.066666666666666,3.666666666666667,
211,3.7017417419245278,3.7017417419245278,4.068888888888889,3.668888888888889,
212,3.7049338376523298,3.7049338376523298,4.071111111111112,3.671111111111111,
213,3.708118395844996,3.708118395844996,4.073333333333333,3.6733333333333333,
214,3.7112952420444865,3.7112952420444865,4.075555555555556,3.6755555555555555,
215,3.714464201792761,3.714464201792761,4.0777777777777775,3.677777777777778,
216,3.717625100631781,3.717625100631781,4.08,3.68,
217,3.720777764103506,3.720777764103506,4.082222222222223,3.6822222222222223,
218,3.723922017749896,3.723922017749896,4.084444444444444,3.6844444444444444,
219,3.727057687112912,3.727057687112912,4.086666666666667,3.6866666666666665,
220,3.730184597734514,3.730184597734514,4.088888888888889,3.688888888888889,
221,3.7333025751566615,3.733302575156662,4.091111111111111,3.6911111111111112,
222,3.736411444921316,3.736411444921316,4.093333333333334,3.6933333333333334,
223,3.7395110325704373,3.7395110325704373,4.095555555555555,3.6955555555555555,
224,3.7426011636459853,3.7426011636459853,4.097777777777778,3.697777777777778,
225,3.7456816636899206,3.745681663689921,4.1,3.7,
226,3.7487523582442033,3.7487523582442037,4.102222222222222,3.7022222222222223,
227,3.7518130728507946,3.7518130728507946,4.104444444444445,3.7044444444444444,
228,3.7548636330516536,3.754863633051653,4.1066666666666665,3.7066666666666666,
229,3.7579038643887404,3.7579038643887404,4.108888888888889,3.708888888888889,
230,3.760933592404016,3.760933592404016,4.111111111111111,3.7111111111111112,
231,3.76395264263944,3.7639526426394405,4.113333333333333,3.7133333333333334,
232,3.7669608406369743,3.7669608406369743,4.115555555555556,3.7155555555555555,
233,3.7699580119385776,3.769958011938577,4.1177777777777775,3.717777777777778,
234,3.7729439820862103,3.7729439820862103,4.12,3.72,
235,3.775918576621833,3.775918576621833,4.122222222222222,3.7222222222222223,
236,3.7788816210874057,3.7788816210874057,4.124444444444444,3.7244444444444444,
237,3.781832941024889,3.781832941024889,4.126666666666667,3.7266666666666666,
238,3.7847723619762434,3.7847723619762434,4.128888888888889,3.728888888888889,
239,3.7876997094834284,3.7876997094834284,4.131111111111111,3.7311111111111113,
240,3.7906148090884053,3.790614809088405,4.133333333333333,3.7333333333333334,
241,3.7935174863331333,3.793517486333133,4.135555555555555,3.7355555555555555,
242,3.7964075667595725,3.796407566759573,4.137777777777778,3.7377777777777776,
243,3.7992848759096844,3.7992848759096844,4.14,3.74,
244,3.802149239325429,3.802149239325429,4.142222222222222,3.7422222222222223,
245,3.805000482548766,3.805000482548766,4.144444444444444,3.7444444444444445,
246,3.8078384311216555,3.8078384311216555,4.1466666666666665,3.7466666666666666,
247,3.8106629105860583,3.8106629105860588,4.148888888888889,3.7488888888888887,
248,3.8134737464839352,3.813473746483935,4.151111111111111,3.7511111111111113,
249,3.816270764357245,3.816270764357245,4.153333333333333,3.7533333333333334,
250,3.819053789747949,3.819053789747949,4.155555555555556,3.7555555555555555,
251,3.8218226481980078,3.8218226481980073,4.157777777777778,3.7577777777777777,
252,3.82457716524938,3.82457716524938,4.16,3.7600000000000002,
253,3.8273171664440278,3.8273171664440278,4.162222222222222,3.7622222222222224,
254,3.8300424773239103,3.8300424773239103,4.164444444444444,3.7644444444444445,
255,3.8327529234309883,3.8327529234309883,4.166666666666667,3.7666666666666666,
256,3.835448330307222,3.835448330307222,4.168888888888889,3.768888888888889,
257,3.838128523494571,3.8381285234945715,4.171111111111111,3.7711111111111113,
258,3.8407933285349967,3.8407933285349967,4.173333333333334,3.7733333333333334,
259,3.8434425709704585,3.8434425709704585,4.1755555555555555,3.7755555555555556,
260,3.8460760763429174,3.846076076342917,4.177777777777778,3.7777777777777777,
261,3.848693670194333,3.848693670194333,4.18,3.7800000000000002,
262,3.8512951780666653,3.8512951780666653,4.182222222222222,3.7822222222222224,
263,3.8538804255018753,3.8538804255018753,4.184444444444445,3.7844444444444445,
264,3.856449238041923,3.856449238041923,4.1866666666666665,3.7866666666666666,
265,3.859001441228769,3.859001441228769,4.188888888888889,3.7888888888888888,
266,3.8615368606043736,3.861536860604373,4.191111111111111,3.7911111111111113,
267,3.8640553217106963,3.864055321710696,4.193333333333333,3.7933333333333334,
268,3.8665566500896973,3.8665566500896973,4.195555555555556,3.7955555555555556,
269,3.869040671283338,3.869040671283338,4.197777777777778,3.7977777777777777,
270,3.8715072108335775,3.8715072108335775,4.2,3.8,
271,3.873956094282377,3.873956094282377,4.202222222222222,3.8022222222222224,
272,3.8763871471716964,3.8763871471716964,4.204444444444444,3.8044444444444445,
273,3.878800195043496,3.878800195043496,4.206666666666667,3.8066666666666666,
274,3.8811950634397356,3.881195063439736,4.208888888888889,3.8088888888888888,
275,3.8835715779023765,3.8835715779023765,4.211111111111111,3.8111111111111113,
276,3.885929563973378,3.885929563973378,4.213333333333333,3.8133333333333335,
277,3.888268847194701,3.888268847194701,4.2155555555555555,3.8155555555555556,
278,3.8905892531083053,3.8905892531083053,4.217777777777778,3.8177777777777777,
279,3.892890607256151,3.892890607256151,4.22,3.82,
280,3.895172735180199,3.895172735180199,4.222222222222222,3.8222222222222224,
281,3.89743546242241,3.8974354624224095,4.224444444444444,3.8244444444444445,
282,3.899678614524743,3.8996786145247424,4.226666666666667,3.8266666666666667,
283,3.9019020170291583,3.9019020170291583,4.228888888888889,3.828888888888889,
284,3.904105495477617,3.904105495477617,4.231111111111111,3.8311111111111114,
285,3.9062888754120793,3.9062888754120793,4.233333333333333,3.8333333333333335,
286,3.908451982374505,3.908451982374505,4.235555555555555,3.8355555555555556,
287,3.910594641906855,3.910594641906855,4.237777777777778,3.8377777777777777,
288,3.9127166795510893,3.912716679551089,4.24,3.84,
289,3.914817920849167,3.9148179208491674,4.242222222222222,3.8422222222222224,
290,3.91689819134305,3.9168981913430505,4.2444444444444445,3.8444444444444446,
291,3.9189573165746987,3.9189573165746987,4.246666666666666,3.8466666666666667,
292,3.920995122086072,3.920995122086072,4.248888888888889,3.848888888888889,
293,3.923011433419131,3.9230114334191306,4.251111111111111,3.851111111111111,
294,3.9250060761158356,3.925006076115835,4.253333333333333,3.8533333333333335,
295,3.926978875718146,3.926978875718146,4.2555555555555555,3.8555555555555556,
296,3.928929657768023,3.9289296577680233,4.257777777777778,3.8577777777777778,
297,3.9308582478074268,3.9308582478074268,4.26,3.86,
298,3.932764471378317,3.9327644713783174,4.262222222222222,3.8622222222222224,
299,3.9346481540226548,3.9346481540226548,4.264444444444444,3.8644444444444446,
300,3.9365091212823997,3.9365091212823997,4.266666666666667,3.8666666666666667,
301,3.9383471986995127,3.9383471986995127,4.268888888888889,3.868888888888889,
302,3.940162211815953,3.940162211815953,4.271111111111111,3.8711111111111114,
303,3.941953986173682,3.941953986173682,4.273333333333333,3.8733333333333335,
304,3.9437223473146594,3.9437223473146594,4.275555555555556,3.8755555555555556,
305,3.945467120780845,3.945467120780845,4.277777777777778,3.8777777777777778,
306,3.947188132114201,3.9471881321142,4.28,3.88,
307,3.948885206856685,3.948885206856685,4.282222222222222,3.8822222222222225,
308,3.950558170550258,3.9505581705502584,4.2844444444444445,3.8844444444444446,
309,3.9522068487368824,3.9522068487368824,4.286666666666667,3.8866666666666667,
310,3.953831066958516,3.953831066958516,4.288888888888889,3.888888888888889,
311,3.9554306507571204,3.9554306507571204,4.291111111111111,3.891111111111111,
312,3.9570054256746547,3.957005425674655,4.293333333333333,3.8933333333333335,
313,3.958555217253081,3.958555217253081,4.295555555555556,3.8955555555555557,
314,3.9600798510343576,3.9600798510343576,4.297777777777778,3.897777777777778,
315,3.961579152560446,3.9615791525604456,4.3,3.9,
316,3.963052947373306,3.9630529473733054,4.302222222222222,3.902222222222222,
317,3.9645010610148983,3.9645010610148974,4.304444444444444,3.9044444444444446,
318,3.965923319027182,3.9659233190271816,4.306666666666667,3.9066666666666667,
319,3.9673195469521176,3.967319546952118,4.308888888888889,3.908888888888889,
320,3.9686895703316676,3.9686895703316676,4.311111111111111,3.911111111111111,
321,3.9700332147077897,3.97003321470779,4.3133333333333335,3.9133333333333336,
322,3.9713503056224457,3.9713503056224457,4.315555555555555,3.9155555555555557,
323,3.9726406686175952,3.9726406686175952,4.317777777777778,3.917777777777778,
324,3.973904129235199,3.9739041292351986,4.32,3.92,
325,3.9751405130172155,3.975140513017216,4.322222222222222,3.922222222222222,
326,3.976349645505608,3.9763496455056075,4.3244444444444445,3.9244444444444446,
327,3.977531352242334,3.977531352242334,4.326666666666666,3.9266666666666667,
328,3.978685458769355,3.978685458769355,4.328888888888889,3.928888888888889,
329,3.979811790628631,3.9798117906286317,4.331111111111111,3.931111111111111,
330,3.980910173362123,3.9809101733621235,4.333333333333333,3.9333333333333336,
331,3.981980432511791,3.981980432511791,4.335555555555556,3.9355555555555557,
332,3.9830223936195948,3.9830223936195948,4.337777777777777,3.937777777777778,
333,3.9840358822274946,3.9840358822274946,4.34,3.94,
334,3.985020723877451,3.985020723877451,4.342222222222222,3.942222222222222,
335,3.985976744111424,3.985976744111424,4.344444444444444,3.9444444444444446,
336,3.9869037684713744,3.9869037684713744,4.346666666666667,3.9466666666666668,
337,3.987801622499262,3.987801622499262,4.348888888888888,3.948888888888889,
338,3.9886701317370474,3.9886701317370474,4.351111111111111,3.951111111111111,
339,3.9895091217266914,3.9895091217266905,4.3533333333333335,3.953333333333333,
340,3.9903184180101507,3.9903184180101516,4.355555555555555,3.9555555555555557,
341,3.9910978461293913,3.9910978461293913,4.357777777777778,3.957777777777778,
342,3.991847231626369,3.9918472316263696,4.36,3.96,
343,3.9925664000430463,3.9925664000430467,4.362222222222222,3.962222222222222,
344,3.9932551769213833,3.9932551769213833,4.364444444444445,3.964444444444444,
345,3.9939133878033397,3.9939133878033393,4.366666666666666,3.966666666666667,
346,3.994540858230875,3.994540858230875,4.368888888888889,3.968888888888889,
347,3.9951374137459514,3.995137413745951,4.371111111111111,3.971111111111111,
348,3.995702879890527,3.9957028798905267,4.373333333333333,3.973333333333333,
349,3.9962370822065636,3.9962370822065636,4.375555555555556,3.9755555555555557,
350,3.9967398462360206,3.9967398462360206,4.377777777777778,3.977777777777778,
351,3.9972109975208587,3.9972109975208596,4.38,3.98,
352,3.997650361603039,3.997650361603039,4.3822222222222225,3.982222222222222,
353,3.9980577640245207,3.9980577640245207,4.384444444444444,3.9844444444444447,
354,3.9984330303272646,3.9984330303272646,4.386666666666667,3.986666666666667,
355,3.9987759860532295,3.99877598605323,4.388888888888889,3.988888888888889,
356,3.9990864567443785,3.999086456744378,4.391111111111111,3.991111111111111,
357,3.9993642679426684,3.999364267942669,4.3933333333333335,3.993333333333333,
358,3.9996092451900624,3.9996092451900624,4.395555555555555,3.9955555555555557,
359,3.9998212140285196,3.999821214028519,4.397777777777778,3.997777777777778,
360,4.0,4.0,3.99,4.0,4.0
361,4.000160566665778,4.000160566665778,3.9899722222222223,3.999972222222222,
362,4.000318005504522,4.000318005504522,3.9899444444444447,3.9999444444444445,
363,4.000472333934286,4.000472333934286,3.989916666666667,3.9999166666666666,
364,4.000623569373123,4.000623569373123,3.9898888888888893,3.999888888888889,
365,4.000771729239086,4.000771729239086,3.9898611111111113,3.999861111111111,
366,4.0009168309502305,4.00091683095023,3.9898333333333333,3.999833333333333,
367,4.001058891924607,4.001058891924606,3.989805555555556,3.9998055555555556,
368,4.00119792958027,4.001197929580269,3.989777777777778,3.9997777777777777,
369,4.0013339613352725,4.0013339613352725,3.9897500000000004,3.99975,
370,4.001467004607668,4.001467004607669,3.9897222222222224,3.999722222222222,
371,4.001597076815512,4.001597076815512,3.989694444444445,3.9996944444444447,
372,4.0017241953768545,4.0017241953768545,3.989666666666667,3.9996666666666667,
373,4.00184837770975,4.00184837770975,3.989638888888889,3.9996388888888887,
374,4.001969641232254,4.001969641232253,3.9896111111111114,3.9996111111111112,
375,4.002088003362417,4.002088003362417,3.9895833333333335,3.9995833333333333,
376,4.0022034815182925,4.0022034815182925,3.989555555555556,3.9995555555555558,
377,4.002316093117936,4.002316093117936,3.989527777777778,3.999527777777778,
378,4.002425855579399,4.002425855579399,3.9895,3.9995,
379,4.002532786320737,4.002532786320736,3.9894722222222225,3.9994722222222223,
380,4.00263690276,4.00263690276,3.9894444444444446,3.9994444444444444,
381,4.0027382223152435,4.0027382223152435,3.989416666666667,3.999416666666667,
382,4.00283676240452,4.002836762404521,3.989388888888889,3.999388888888889,
383,4.002932540445885,4.002932540445886,3.989361111111111,3.999361111111111,
384,4.00302557385739,4.00302557385739,3.9893333333333336,3.9993333333333334,
385,4.003115880057088,4.003115880057089,3.9893055555555557,3.9993055555555554,
386,4.003203476463034,4.003203476463034,3.989277777777778,3.999277777777778,
387,4.00328838049328,4.00328838049328,3.98925,3.99925,
388,4.003370609565879,4.003370609565879,3.9892222222222227,3.9992222222222225,
389,4.003450181098885,4.003450181098886,3.9891944444444447,3.9991944444444445,
390,4.003527112510352,4.003527112510353,3.9891666666666667,3.9991666666666665,
